time,ADM1_EN,ADM2_EN,lon,lat,precipitationCal,PROV_CODE,time2,time3
2022-01-28 00:00:00,Vakinankaratra,Faratsiho,46.90882671580595,-19.391176784739773,0.0071091424,1.0,2022-01-28,01-28
2022-01-28 00:00:00,Vakinankaratra,Mandoto,46.19651448449423,-19.673255121985147,1.8566949,1.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Ifanadiana,47.62941315594841,-21.07941100176643,0.0,2.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Ikongo,47.45800338745117,-21.89399917602539,0.0,2.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Manakara Atsimo,47.863795181800576,-21.912067676412647,0.0,2.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Mananjary,48.084045166664936,-21.194680640038023,0.003365769,2.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Nosy-Varika,48.167649886187384,-20.552940144258386,0.0,2.0,2022-01-28,01-28
2022-01-28 00:00:00,Vatovavy Fitovinany,Vohipeno,47.66818410700018,-22.331817973743785,0.0,2.0,2022-01-28,01-28
2022-01-29 00:00:00,Alaotra Mangoro,Ambatondrazaka,48.45000208979068,-17.93043385381284,0.1846653,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Alaotra Mangoro,Amparafaravola,48.34750175476074,-17.437499046325684,0.35866064,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Alaotra Mangoro,Andilamena,48.33593988418579,-16.718749523162842,0.024717929,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Alaotra Mangoro,Anosibe-An'ala,48.120835622151695,-19.50833257039388,0.0006989373,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Alaotra Mangoro,Moramanga,48.253228341379476,-18.817741147933468,0.017865686,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Amoron I Mania,Ambatofinandrahana,46.302176434060804,-20.493477614029594,0.0027171653,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Amoron I Mania,Ambositra,47.307694948636566,-20.59615267240084,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Amoron I Mania,Fandriana,47.444739291542454,-20.27105170802066,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Amoron I Mania,Manandriana,47.02500343322754,-20.774999618530273,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Ambohidratrimo,47.433336893717446,-18.683331807454426,0.07510393,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Andramasina,47.742858341761995,-19.299998692103795,0.06591508,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Anjozorobe,47.741894593109954,-18.1986482981089,0.11630811,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Ankazobe,47.039395997018524,-18.16666620427912,0.51135004,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Antananarivo Atsimondrano,47.48333867390951,-19.016666412353516,0.9981243,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Antananarivo Avaradrano,47.607145581926616,-18.878571101597377,0.51868695,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analamanga,Manjakandriana,47.788461245023285,-18.826922196608322,0.0,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Fenerive Est,49.19231033325195,-17.1538452735314,0.11698655,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Mananara-Avaratra,49.498650525067305,-16.23648584211195,0.00014793835,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Maroantsetra,49.480359486171174,-15.478569984436035,0.0,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Sainte Marie,49.90000534057617,-16.950000762939453,0.48837388,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Soanierana Ivongo,49.317569938865866,-16.717566928348027,0.27885893,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Analanjirofo,Vavatenina,49.01800277709961,-17.521999053955078,0.0,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Androy,Ambovombe-Androy,45.79827815088733,-24.858619953023975,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Androy,Bekily,45.40116500854492,-24.24999937900277,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Androy,Beloha,45.03604844559071,-25.073254696158475,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Androy,Tsihombe,45.450002670288086,-25.370833079020183,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Anosy,Amboasary-Atsimo,46.364609064680806,-24.4230329106363,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Anosy,Betroka,45.88196957697634,-23.36967143074411,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Anosy,Taolagnaro,46.965386610764725,-24.6269221672645,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Ampanihy Ouest,44.48440231323242,-24.52199917602539,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Ankazoabo,44.66818410700018,-22.157575318307586,0.041328937,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Benenitra,45.0961562914726,-23.4038450779059,0.023765262,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Beroroha,45.20625185966492,-21.48906171321869,1.2594123,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Betioky Atsimo,44.49143055507115,-23.671427808489117,0.001027215,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Morombe,43.692426392526336,-22.018181078361742,0.19253609,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Sakaraha,44.45540794166359,-22.777026305327546,0.046912577,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Toliary-I,43.65000534057617,-23.35000228881836,0.0,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Andrefana,Toliary-II,43.78764949125402,-23.19588151819566,0.0018011703,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Atsinanana,Befotaka,46.81333592732747,-23.866665903727213,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Atsinanana,Farafangana,47.67916742960612,-22.79583231608073,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Atsinanana,Midongy-Atsimo,47.00238527570452,-23.326189495268324,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Atsinanana,Vangaindrano,47.3977297002619,-23.545453851873223,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsimo Atsinanana,Vondrozo,47.32407591078017,-22.687036443639684,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Antanambao Manampontsy,48.46000289916992,-19.559999084472658,0.026876468,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Brickaville,48.857274905118075,-18.648181221701883,0.27331966,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Mahanoro,48.51774412585843,-20.037095715922693,0.0,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Marolambo,47.99333521525065,-20.083333079020182,0.0,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Toamasina II,49.137501907348636,-18.004999351501464,0.088079885,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Atsinanana,Vatomandry,48.78500213623047,-19.389999008178712,0.03508665,3.0,2022-01-29,01-29
2022-01-29 00:00:00,Betsiboka,Kandreho,46.059261322021484,-17.418517642551,0.3285524,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Betsiboka,Maevatanana,46.91179969873321,-17.242133879929447,0.3712794,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Betsiboka,Tsaratanana,47.64019872628006,-17.14117551317402,0.1385408,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Boeny,Ambato Boeni,46.47666915893555,-16.67133295694987,0.4563112,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Boeny,Mahajanga II,46.78658825013696,-15.623169015093547,0.035272554,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Boeny,Marovoay,46.63478469848633,-16.149998519731604,0.023488555,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Boeny,Mitsinjo,45.9380974542527,-16.088094416118803,0.09401015,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Boeny,Soalala,45.40312719345093,-16.48281167447567,1.4645522,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Bongolava,Fenoarivobe,46.33730431208535,-18.27380897885277,0.5556356,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Bongolava,Tsiroanomandidy,45.96460882465491,-18.836515833822528,0.5265087,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Diana,Ambanja,48.48469660233478,-13.862243243626185,1.3143401,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Diana,Ambilobe,49.08283797306801,-13.484326504949314,6.8505607,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Diana,Antsiranana I,49.249996185302734,-12.249995231628418,0.9289753,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Diana,Antsiranana II,49.21444693671332,-12.618887477450901,5.1190233,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Diana,Nosy-Be,48.29999923706055,-13.40000057220459,5.8138003,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Ambalavao,46.73571650187174,-21.897618248349143,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Ambohimahasoa,47.165385026198166,-21.057691427377556,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Fianarantsoa I,47.04999923706055,-21.450000762939453,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Ikalamavony,46.22701381814891,-21.29597626609364,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Isandra,46.913639762184836,-21.259090423583984,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Lalangina,47.26111306084527,-21.383333418104385,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Haute Matsiatra,Vohibato,47.081580111854954,-21.660524669446442,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Ihorombe,Iakora,46.65263306467157,-23.165788951673004,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Ihorombe,Ihosy,45.828147862920694,-22.35264827399854,0.006939487,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Ihorombe,Ivohibe,46.92368698120117,-22.52631498637952,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Itasy,Arivonimamo,47.25666834513346,-19.069998931884765,0.14040716,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Itasy,Miarinarivo,46.85000228881836,-18.904544830322266,0.3545053,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Itasy,Soavinandriana,46.56176645615522,-19.208822138169232,0.17703475,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Melaky,Ambatomainty,45.589026381329795,-17.740243027849896,1.1270006,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Melaky,Antsalova,44.620493841952964,-18.83852367713803,0.59958214,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Melaky,Besalampy,44.91019673023409,-16.905339176215016,2.5613282,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Melaky,Maintirano,44.3178592863537,-17.753570829119003,1.6663233,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Melaky,Morafenobe,44.95164158305184,-17.935244763483766,1.4183506,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Menabe,Belo Sur Tsiribihina,44.85588477639591,-19.64705826254452,0.3616759,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Menabe,Mahabo,45.16880547287118,-20.649999145768646,0.73052704,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Menabe,Manja,44.194874396690956,-21.41410162510016,3.539513,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Menabe,Miandrivazo,45.35943625108251,-19.160376710711784,0.14612049,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Menabe,Morondava,44.39375273386637,-20.56249936421712,1.376571,5.0,2022-01-29,01-29
2022-01-29 00:00:00,Sava,Andapa,49.55000212385848,-14.555403606311694,0.00084666855,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Sava,Antalaha,50.14655396033977,-15.236205101013184,0.006178216,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Sava,Sambava,49.80128410534981,-14.224357335995405,0.016466618,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Sava,Vohemar,49.71666937163382,-13.495452967557041,0.09940462,7.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Analalava,47.789728190800915,-14.711642160807571,0.2620537,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Antsohihy,48.05488018873261,-14.989022673630133,0.117295824,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Bealanana,48.828573771885466,-14.546426773071289,0.024893567,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Befandriana Nord,48.78289714612459,-15.159208950243498,0.27276787,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Mampikony,47.698720394036705,-16.165383338928223,0.004819498,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Mandritsara,48.737211804057274,-16.04185911666515,0.034966085,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Sofia,Port-Berge (Boriziny-Vaovao),47.71440855123229,-15.704235577987411,0.26354682,4.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Ambatolampy,47.54230998112605,-19.465384556696964,0.0,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Antanifotsy,47.51923223642203,-19.75384521484375,0.0,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Antsirabe I,47.04999923706055,-19.85000228881836,0.0,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Antsirabe II,47.15435077833093,-19.906521175218664,0.031272925,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Betafo,46.68428791591099,-19.935713086809432,0.34979957,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Faratsiho,46.90882671580595,-19.391176784739773,0.07470667,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vakinankaratra,Mandoto,46.19651448449423,-19.673255121985147,0.4754523,1.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Ifanadiana,47.62941315594841,-21.07941100176643,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Ikongo,47.45800338745117,-21.89399917602539,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Manakara Atsimo,47.863795181800576,-21.912067676412647,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Mananjary,48.084045166664936,-21.194680640038023,0.0005863358,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Nosy-Varika,48.167649886187384,-20.552940144258386,0.0,2.0,2022-01-29,01-29
2022-01-29 00:00:00,Vatovavy Fitovinany,Vohipeno,47.66818410700018,-22.331817973743785,0.0,2.0,2022-01-29,01-29
2022-01-30 00:00:00,Alaotra Mangoro,Ambatondrazaka,48.45000208979068,-17.93043385381284,0.014711188,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Alaotra Mangoro,Amparafaravola,48.34750175476074,-17.437499046325684,0.03121664,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Alaotra Mangoro,Andilamena,48.33593988418579,-16.718749523162842,0.0053993193,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Alaotra Mangoro,Anosibe-An'ala,48.120835622151695,-19.50833257039388,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Alaotra Mangoro,Moramanga,48.253228341379476,-18.817741147933468,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Amoron I Mania,Ambatofinandrahana,46.302176434060804,-20.493477614029594,0.005865268,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Amoron I Mania,Ambositra,47.307694948636566,-20.59615267240084,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Amoron I Mania,Fandriana,47.444739291542454,-20.27105170802066,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Amoron I Mania,Manandriana,47.02500343322754,-20.774999618530273,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Ambohidratrimo,47.433336893717446,-18.683331807454426,0.019044427,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Andramasina,47.742858341761995,-19.299998692103795,0.0,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Anjozorobe,47.741894593109954,-18.1986482981089,0.0,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Ankazobe,47.039395997018524,-18.16666620427912,0.07568221,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Antananarivo Atsimondrano,47.48333867390951,-19.016666412353516,0.021666666,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Antananarivo Avaradrano,47.607145581926616,-18.878571101597377,0.3104434,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analamanga,Manjakandriana,47.788461245023285,-18.826922196608322,0.027340781,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Fenerive Est,49.19231033325195,-17.1538452735314,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Mananara-Avaratra,49.498650525067305,-16.23648584211195,0.0076200166,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Maroantsetra,49.480359486171174,-15.478569984436035,0.25379488,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Sainte Marie,49.90000534057617,-16.950000762939453,0.47526857,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Soanierana Ivongo,49.317569938865866,-16.717566928348027,0.008750969,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Analanjirofo,Vavatenina,49.01800277709961,-17.521999053955078,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Androy,Ambovombe-Androy,45.79827815088733,-24.858619953023975,0.00029737328,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Androy,Bekily,45.40116500854492,-24.24999937900277,0.0,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Androy,Beloha,45.03604844559071,-25.073254696158475,0.0,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Androy,Tsihombe,45.450002670288086,-25.370833079020183,0.01814766,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Anosy,Amboasary-Atsimo,46.364609064680806,-24.4230329106363,0.0020224717,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Anosy,Betroka,45.88196957697634,-23.36967143074411,0.0,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Anosy,Taolagnaro,46.965386610764725,-24.6269221672645,0.00026368734,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Ampanihy Ouest,44.48440231323242,-24.52199917602539,0.0001150481,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Ankazoabo,44.66818410700018,-22.157575318307586,0.0027960772,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Benenitra,45.0961562914726,-23.4038450779059,0.018569294,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Beroroha,45.20625185966492,-21.48906171321869,0.008118333,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Betioky Atsimo,44.49143055507115,-23.671427808489117,0.0020428442,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Morombe,43.692426392526336,-22.018181078361742,0.0051993043,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Sakaraha,44.45540794166359,-22.777026305327546,0.027465856,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Toliary-I,43.65000534057617,-23.35000228881836,0.017874887,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Andrefana,Toliary-II,43.78764949125402,-23.19588151819566,5.8823527e-05,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Atsinanana,Befotaka,46.81333592732747,-23.866665903727213,0.028514428,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Atsinanana,Farafangana,47.67916742960612,-22.79583231608073,0.00025353837,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Atsinanana,Midongy-Atsimo,47.00238527570452,-23.326189495268324,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Atsinanana,Vangaindrano,47.3977297002619,-23.545453851873223,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsimo Atsinanana,Vondrozo,47.32407591078017,-22.687036443639684,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Antanambao Manampontsy,48.46000289916992,-19.559999084472658,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Brickaville,48.857274905118075,-18.648181221701883,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Mahanoro,48.51774412585843,-20.037095715922693,0.00019155428,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Marolambo,47.99333521525065,-20.083333079020182,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Toamasina II,49.137501907348636,-18.004999351501464,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Atsinanana,Vatomandry,48.78500213623047,-19.389999008178712,0.0,3.0,2022-01-30,01-30
2022-01-30 00:00:00,Betsiboka,Kandreho,46.059261322021484,-17.418517642551,0.70726097,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Betsiboka,Maevatanana,46.91179969873321,-17.242133879929447,0.24596576,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Betsiboka,Tsaratanana,47.64019872628006,-17.14117551317402,0.101966,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Boeny,Ambato Boeni,46.47666915893555,-16.67133295694987,0.2040932,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Boeny,Mahajanga II,46.78658825013696,-15.623169015093547,0.406486,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Boeny,Marovoay,46.63478469848633,-16.149998519731604,0.08570412,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Boeny,Mitsinjo,45.9380974542527,-16.088094416118803,0.4320507,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Boeny,Soalala,45.40312719345093,-16.48281167447567,3.3480687,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Bongolava,Fenoarivobe,46.33730431208535,-18.27380897885277,2.178988,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Bongolava,Tsiroanomandidy,45.96460882465491,-18.836515833822528,1.4990312,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Diana,Ambanja,48.48469660233478,-13.862243243626185,4.2832375,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Diana,Ambilobe,49.08283797306801,-13.484326504949314,2.1500645,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Diana,Antsiranana I,49.249996185302734,-12.249995231628418,0.55605185,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Diana,Antsiranana II,49.21444693671332,-12.618887477450901,3.042233,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Diana,Nosy-Be,48.29999923706055,-13.40000057220459,19.194134,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Ambalavao,46.73571650187174,-21.897618248349143,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Ambohimahasoa,47.165385026198166,-21.057691427377556,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Fianarantsoa I,47.04999923706055,-21.450000762939453,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Ikalamavony,46.22701381814891,-21.29597626609364,0.0067535914,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Isandra,46.913639762184836,-21.259090423583984,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Lalangina,47.26111306084527,-21.383333418104385,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Haute Matsiatra,Vohibato,47.081580111854954,-21.660524669446442,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Ihorombe,Iakora,46.65263306467157,-23.165788951673004,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Ihorombe,Ihosy,45.828147862920694,-22.35264827399854,0.016604625,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Ihorombe,Ivohibe,46.92368698120117,-22.52631498637952,0.0,2.0,2022-01-30,01-30
2022-01-30 00:00:00,Itasy,Arivonimamo,47.25666834513346,-19.069998931884765,0.01997294,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Itasy,Miarinarivo,46.85000228881836,-18.904544830322266,0.0004908998,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Itasy,Soavinandriana,46.56176645615522,-19.208822138169232,0.03303113,1.0,2022-01-30,01-30
2022-01-30 00:00:00,Melaky,Ambatomainty,45.589026381329795,-17.740243027849896,1.2221408,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Melaky,Antsalova,44.620493841952964,-18.83852367713803,0.11778376,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Melaky,Besalampy,44.91019673023409,-16.905339176215016,3.1007662,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Melaky,Maintirano,44.3178592863537,-17.753570829119003,1.2569144,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Melaky,Morafenobe,44.95164158305184,-17.935244763483766,1.1620871,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Menabe,Belo Sur Tsiribihina,44.85588477639591,-19.64705826254452,0.15643008,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Menabe,Mahabo,45.16880547287118,-20.649999145768646,0.025012149,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Menabe,Manja,44.194874396690956,-21.41410162510016,0.0035367722,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Menabe,Miandrivazo,45.35943625108251,-19.160376710711784,0.6567157,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Menabe,Morondava,44.39375273386637,-20.56249936421712,0.05474927,5.0,2022-01-30,01-30
2022-01-30 00:00:00,Sava,Andapa,49.55000212385848,-14.555403606311694,0.079719804,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Sava,Antalaha,50.14655396033977,-15.236205101013184,0.68305,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Sava,Sambava,49.80128410534981,-14.224357335995405,0.29353094,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Sava,Vohemar,49.71666937163382,-13.495452967557041,0.11622853,7.0,2022-01-30,01-30
2022-01-30 00:00:00,Sofia,Analalava,47.789728190800915,-14.711642160807571,0.7262689,4.0,2022-01-30,01-30
2022-01-30 00:00:00,Sofia,Antsohihy,48.05488018873261,-14.989022673630133,0.035866138,4.0,2022-01-30,01-30
